Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.838496208190918,0.8427095283043525,0.7617158800408831,0.7855928275314206,535796800
2000-01-04,0.767802357673645,0.8286641530267459,0.7579705468501174,0.8108739120933899,512377600
2000-01-05,0.7790377736091614,0.8281960296637116,0.7715475008445213,0.7771651929164612,778321600
2000-01-06,0.7116209864616394,0.8015101437223386,0.7116209864616394,0.7949561375143657,767972800
2000-01-07,0.7453299164772034,0.7565662014181423,0.7153671733856014,0.7228574466076525,460734400
2000-01-10,0.7322214245796204,0.7659293441935464,0.7097489447710223,0.7640567625582941,505064000
2000-01-11,0.694767415523529,0.7443938452267228,0.677913483777978,0.7186443647304877,441548800
2000-01-12,0.6531001925468445,0.7153672763033673,0.6479497569832293,0.7116212640455517,976068800
2000-01-13,0.7247299551963806,0.7397113512861003,0.6928946322734421,0.7077585638885455,1032684800
2000-01-14,0.7523519396781921,0.7659288605487886,0.7443935102583488,0.7490749363873064,390376000
2000-01-18,0.7785696387290955,0.794019991596388,0.7523520097628008,0.7565661287741984,459177600
2000-01-19,0.7982335686683655,0.81461939307356,0.774356618763605,0.7912106010078889,597643200
2000-01-20,0.8502004146575928,0.9101258953599362,0.8502004146575928,0.865181759830099,1831132800
2000-01-21,0.8338145613670349,0.8558181218207479,0.8253871732602506,0.8558181218207479,495924800
2000-01-24,0.7958924770355225,0.8445817177857131,0.7874650401191825,0.812278243148938,440876800
2000-01-25,0.8408366441726685,0.8473915513716024,0.766866035119716,0.786528856482515,497145600
2000-01-26,0.8253872394561768,0.8553500327508506,0.822110285530002,0.8239828163431979,367158400
2000-01-27,0.8239827752113342,0.8464552941129416,0.8015103063158883,0.8150872291663448,340144000
2000-01-28,0.761247456073761,0.8305366852603864,0.7537571840555964,0.8104057572353877,423348800
2000-01-31,0.777165412902832,0.7781017285172982,0.7078762072038735,0.7565663693722271,701680000
2000-02-01,0.7509476542472839,0.7865289920138381,0.7490751233332983,0.779037868234564,318035200
2000-02-02,0.7401793599128723,0.7649925625352383,0.7266023896180775,0.7546934454954489,464195200
2000-02-03,0.773888111114502,0.7809110751466831,0.7509474387336521,0.7514155963308757,475193600
2000-02-04,0.8090014457702637,0.8239827919682607,0.7762289571143168,0.7785696955708141,425320000
2000-02-07,0.8544135093688965,0.8558179821461825,0.793551722193226,0.8090012727864337,441067200
2000-02-08,0.8605004549026489,0.8698632088427218,0.8333465082348419,0.8539455470238001,408643200
2000-02-09,0.8436455130577087,0.8773542650142274,0.8422411400790251,0.8548817970473211,299364800
2000-02-10,0.8502004146575928,0.8530092606081908,0.8239827355656731,0.8455189380650506,302982400
2000-02-11,0.8146191239356995,0.8548818349372846,0.8108739624726858,0.851136673474271,212251200
2000-02-14,0.867522656917572,0.8679908146907354,0.8136829628124896,0.8188325482987729,367539200
2000-02-15,0.8913992047309875,0.8984221682610697,0.8628408932559604,0.8633090508197135,485744000
2000-02-16,0.8548816442489624,0.8848452295528804,0.839900301652357,0.8820355839868306,378246400
2000-02-17,0.8605004549026489,0.8651818318726854,0.8473916392682144,0.8628411433876672,289497600
2000-02-18,0.8333463668823242,0.8642453698801297,0.830536671069645,0.8586276784640303,233441600
2000-02-22,0.8525410294532776,0.8759498105704552,0.7991694605617511,0.8249189797734133,422296000
2000-02-23,0.8707994818687439,0.8913994197662503,0.8314730368790564,0.848210398909999,473099200
2000-02-24,0.8629575967788696,0.8923356120788636,0.837091463656049,0.8787586412776894,376432000
2000-02-25,0.8267914652824402,0.8764179205328259,0.8249189349160624,0.8600321046824486,249144000
2000-02-28,0.8483275771141052,0.8614363884598323,0.8118100383486101,0.8249188496943372,328328000
2000-02-29,0.8586277961730957,0.878290618935799,0.84317749245764,0.8506685154670866,368961600
2000-03-01,0.9761382341384888,0.9892470501371503,0.8876543262214982,0.8881224839339749,1077003200
2000-03-02,0.913871705532074,0.9583477760552792,0.904039896226928,0.9513256123344258,311259200
2000-03-03,0.9588160514831543,0.9605720678707923,0.8988905670793887,0.9354072669020995,323366400
2000-03-06,0.9414942264556885,0.9672437052013104,0.9363437906398935,0.9438349154112375,210560000
2000-03-07,0.9204257726669312,0.9546026786652906,0.9073169594241467,0.9471115567665553,273011200
2000-03-08,0.913871705532074,0.9283849906552226,0.8881222383669897,0.920425711669897,271230400
2000-03-09,0.9157446026802063,0.9363436423476871,0.8857818085500373,0.9054446327909782,276718400
2000-03-10,0.941961944103241,0.9583477592590277,0.9063805682443177,0.9115310016534945,248606400
2000-03-13,0.9087210893630981,0.9475793568143436,0.8951441236294861,0.914807736122889,303956800
2000-03-14,0.8558181524276733,0.9307258824281794,0.8539455216853628,0.9080192845605921,428579200
2000-03-15,0.8707994818687439,0.9007630733616266,0.854881820824372,0.8661181051265022,443609600
2000-03-16,0.9105940461158752,0.9138718498006494,0.8576906306850063,0.8787587253703086,378100800
2000-03-17,0.936343789100647,0.9363437891006471,0.8960810187708749,0.8998270812121208,305043200
2000-03-20,0.9213619828224182,0.945706976075449,0.91668050722805,0.9251079433938267,204489600
2000-03-21,1.0107829570770264,1.0243598261020612,0.9110627983271532,0.9180849615722971,524328000
2000-03-22,1.0800726413726807,1.0814779148620266,0.9855020660743328,0.99463169318094,567996800
2000-03-23,1.0585370063781738,1.1264217694358942,1.0487051951490098,1.063686540774634,562564800
2000-03-24,1.0388731956481934,1.0781996333392774,1.014996258457516,1.0669633511224916,446913600
2000-03-27,1.0454281568527222,1.0842864427106087,1.0252963773857717,1.030914969381886,279182400
2000-03-28,1.042150855064392,1.0636862012361312,1.027168614110349,1.0281049291607598,202966400
2000-03-29,1.0182746648788452,1.0444923055370674,1.002473611773555,1.0440242476822987,239836800
2000-03-30,0.941961944103241,1.0313828412392767,0.9396211562291141,1.000483041128607,414400000
2000-03-31,1.0173380374908447,1.0281052640284438,0.9438346817730452,0.9546028084215391,404633600
2000-04-03,0.9986110329627991,1.0449604619675439,0.9695845451540611,1.0149968583269358,328563200
2000-04-04,0.9536663889884949,0.99626983314439,0.8745453497978654,0.9934609873971089,660329600
2000-04-05,0.9766067266464233,0.9953332262479263,0.9288529625164414,0.947345333367092,457665600
2000-04-06,0.9377491474151611,1.007506565089246,0.9232350543768347,0.9784800792226334,259627200
2000-04-07,0.9869064092636108,0.9878426247214627,0.9400896356309848,0.9531984522629208,242435200
2000-04-10,0.936343789100647,0.9943976556929891,0.9344712579417552,0.98643837314115,212262400
2000-04-11,0.8946765661239624,0.9354073906248783,0.8843765955331432,0.9251083201450957,541822400
2000-04-12,0.8183642625808716,0.8913994640967688,0.7855926735151357,0.8913994640967688,941136000
2000-04-13,0.8525410294532776,0.8988904340675048,0.8127464315946967,0.8352189474777731,529827200
2000-04-14,0.8380280137062073,0.8839084226687183,0.8164917573901483,0.8188324961005786,667620800
2000-04-17,0.9279170632362366,0.9283852209353906,0.8169598380621746,0.8202376920486996,409561600
2000-04-18,0.9503895044326782,0.9503895044326782,0.8942082819338951,0.9251081893371854,390924800
2000-04-19,0.9073171019554138,0.9756700245789829,0.8970171327666224,0.9452391748111216,520150400
2000-04-20,0.89046311378479,0.9344710359922137,0.8768861409686446,0.9265125554293918,722120000
2000-04-24,0.9026355147361755,0.9026355147361755,0.8595639173797797,0.8614364476814397,443620800
2000-04-25,0.9611573219299316,0.9644351274857691,0.914340529388799,0.9148086873129728,391641600
2000-04-26,0.9087210893630981,0.9588155353609675,0.8988900832145593,0.9485155716768685,366912000
2000-04-27,0.9494523406028748,0.9513257713465479,0.8732576559797878,0.877822418205003,326603200
2000-04-28,0.9293214678764343,0.9550710423151668,0.908721628303255,0.9522621960371948,249580800
2000-05-01,0.9311940670013428,0.93728071716354,0.9129357167119708,0.9354072862685486,226195200
2000-05-02,0.8829717636108398,0.9457069770639536,0.8801629182562016,0.9232345140178027,236432000
2000-05-03,0.8619047403335571,0.9082533479906176,0.8361552693828619,0.8909312148349392,489798400
2000-05-04,0.8291324377059937,0.8633093519535031,0.828196122251888,0.8623730364993974,399515200
2000-05-05,0.8473915457725525,0.859564044665015,0.8293663761961899,0.8300685626617554,284076800
2000-05-08,0.8249192237854004,0.85160496611868,0.8239829082681815,0.8396664932186143,184900800
2000-05-09,0.7898057699203491,0.8333463267214735,0.7855925015613215,0.8263233626851724,327140800
2000-05-10,0.7439255714416504,0.7865290270487842,0.7397114515833884,0.7795060606882607,535091200
2000-05-11,0.7701430320739746,0.7809111580143172,0.741584715526691,0.7593749561397897,499744000
2000-05-12,0.8061925172805786,0.8277279202916367,0.7847729285370285,0.794020017713752,306913600
2000-05-15,0.7565662264823914,0.8094695988994819,0.7500113683388492,0.8094695988994819,678932800
2000-05-16,0.7916784882545471,0.8169598030231706,0.7696749773257019,0.7829004067564891,440451200
2000-05-17,0.7593750357627869,0.7766971205452606,0.7518839125529805,0.7762289628492699,398092800
2000-05-18,0.7546934485435486,0.7860606075872942,0.7537571333504166,0.7715473720506841,373777600
2000-05-19,0.7041309475898743,0.7434573953257868,0.6994486704097691,0.7434573953257868,740667200
2000-05-22,0.6736992001533508,0.7022583707802116,0.6442045642071632,0.7022583707802116,755507200
2000-05-23,0.6428000926971436,0.6994486217717542,0.6413956696728262,0.6779132686254354,517585600
2000-05-24,0.6568453311920166,0.6722948382839781,0.6217321468096132,0.6456090941874253,678462400
2000-05-25,0.6536847949028015,0.6940649704159803,0.6442045267751644,0.6629318842989178,406750400
2000-05-26,0.6470133662223816,0.6732309964036219,0.6385868280184921,0.6591858659529066,181148800
2000-05-30,0.65590900182724,0.6601222715048395,0.6123692815046468,0.6563771095650835,713059200
