Price,Close,High,Low,Open,Volume
Ticker,MBG.DE,MBG.DE,MBG.DE,MBG.DE,MBG.DE
Date,,,,,
2000-01-03,17.43207550048828,18.10445586403346,16.662347361924198,17.941453682789938,4195931
2000-01-04,16.764223098754883,16.979294439226575,16.32276076428038,16.766486614137182,4295647
2000-01-05,16.54915428161621,16.571793592130383,16.096373262882587,16.30012498089021,3349896
2000-01-06,16.141651153564453,16.492557358299106,16.05109494809002,16.32276356451331,2198697
2000-01-07,16.526514053344727,16.637446045717873,16.152969603844568,16.254845457190967,3238414
2000-01-10,17.00872230529785,17.2962385641302,16.820818362915727,16.97929245552701,3479426
2000-01-11,16.773277282714844,17.16040588208729,16.583109813381306,17.092487964609113,3033625
2000-01-12,16.775545120239258,16.920435044593866,16.583113059667046,16.583113059667046,1915615
2000-01-13,17.09248924255371,17.488674009201805,17.09248924255371,17.207949295575247,5363646
2000-01-14,17.047210693359375,17.40943543975627,16.93627871583172,17.239642719671448,3030131
2000-01-17,16.49028778076172,17.262280365356908,16.435954074028807,17.21700175725798,3668113
2000-01-18,16.492555618286133,16.730265243211203,16.23447020033528,16.537833197091437,3003225
2000-01-19,16.46991539001465,16.537832273584925,16.166551371889085,16.492554697308016,2432963
2000-01-20,16.073734283447266,16.50387703883655,16.017137044306036,16.39068152224411,2569080
2000-01-21,16.094104766845703,16.288801335945752,15.90393730471111,15.96053452882397,3027331
2000-01-24,15.824702262878418,16.284274797731094,15.802062955781683,16.284274797731094,2184952
2000-01-25,15.281367301940918,15.833759621042155,15.281367301940918,15.802065209572158,4301662
2000-01-26,15.190805435180664,15.46247499974826,15.054971691206507,15.439835696316019,3700209
2000-01-27,15.813384056091309,15.937898179895479,15.054975505442671,15.281366520502825,4867209
2000-01-28,15.428516387939453,16.005812408450616,15.304001254600868,15.912991677636697,3727862
2000-01-31,15.03233528137207,15.360602129399224,15.01196052734687,15.294948759793794,3590175
2000-02-01,15.168169975280762,15.32664305199539,14.91913966808939,15.304003744376205,3568971
2000-02-02,15.168169975280762,15.394559936543112,15.034598683313467,15.254198098261865,2908142
2000-02-03,15.360604286193848,15.448895937676653,15.054976703043398,15.054976703043398,3162028
2000-02-04,15.353814125061035,15.464745097804713,15.156853970315849,15.292687772111776,2542584
2000-02-07,15.179491996765137,15.553037541368594,15.082144198131475,15.213450965813651,2463967
2000-02-08,15.021012306213379,15.276834143395822,14.944039299732227,15.11156847904132,2453257
2000-02-09,14.885184288024902,15.054977047557314,14.733501731710072,15.043657391813818,3259020
2000-02-10,15.145530700683594,15.213447585379397,14.715388008220561,14.715388008220561,3442078
2000-02-11,14.934988021850586,15.476061682265806,14.94177960676121,15.213448194735612,5937719
2000-02-14,15.156851768493652,15.156851768493652,14.771987655463914,14.805945581824817,2301634
2000-02-15,15.007431983947754,15.31079496083473,14.964417923491522,14.98705723056632,2602796
2000-02-16,14.885184288024902,15.23608946283322,14.54559773065007,15.168172566682259,5423921
2000-02-17,14.871602058410645,15.054979052239261,14.681434516203732,14.78104583871446,2690068
2000-02-18,14.715386390686035,14.87386048863634,14.715386390686035,14.839901530866335,3478762
2000-02-21,14.602193832397461,14.715388296336782,14.461830952752145,14.613513486453364,1946142
2000-02-22,14.590871810913086,14.670108338138105,14.375800495366834,14.516162313928017,2593939
2000-02-23,14.319199562072754,14.636145588843188,14.206004107522132,14.579548380722587,2686011
2000-02-24,14.058855056762695,14.28524605204202,13.9343409438379,14.149411247212463,3121755
2000-02-25,14.896498680114746,14.996109954164007,14.036214492379207,14.036214492379207,4387706
2000-02-28,15.258728981018066,15.50549477996298,15.032337939701439,15.247409325121232,4131452
2000-02-29,15.847341537475586,16.01713531316787,15.376449319187623,15.430783036682389,4819262
2000-03-01,15.439840316772461,16.119012354818103,15.113836949394988,15.983177531884994,4822638
2000-03-02,15.227032661437988,15.39456189786808,14.771988127191085,15.39456189786808,4016994
2000-03-03,14.930458068847656,15.145529396560207,14.68595688967189,15.054973211993303,3544473
2000-03-06,14.885184288024902,15.068560219125505,14.783308424643455,15.054977047557314,1507274
2000-03-07,14.439191818237305,14.794624988729561,14.357690729239557,14.681429493259268,2892448
2000-03-08,14.692748069763184,14.749345294195258,14.28750824644693,14.28750824644693,4562640
2000-03-09,14.500319480895996,14.68595995761648,14.382595897211312,14.613514994828972,3885098
2000-03-10,14.262609481811523,14.613515695663489,14.14941396244992,14.613515695663489,2561559
2000-03-13,14.262609481811523,14.262609481811522,14.262609481811522,14.262609481811522,0
2000-03-14,14.86480712890625,14.867071682833243,14.432401926040622,14.488999161256777,3187560
2000-03-15,14.64747428894043,14.971213135971261,14.568237733286814,14.760669813435623,2341685
2000-03-16,15.813384056091309,15.813384056091309,14.889709794488184,14.92140524264734,5601863
2000-03-17,15.6300048828125,16.014868930699546,15.202126776608983,15.95827170413782,46575930
2000-03-20,15.315323829650879,15.790744111498197,15.113835647459515,15.630006476507429,3055075
